STATION,NAME,DATE,DAPR,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00414525,"JACKSONVILLE, TX US",1960-02-01,,,,0,0,0,,,
USC00414525,"JACKSONVILLE, TX US",1960-02-02,,,,0,0,0,,,
USC00414525,"JACKSONVILLE, TX US",1960-02-03,,,,1.5,0,0,63,44,46
USC00414525,"JACKSONVILLE, TX US",1960-02-04,,,,0,0,0,53,43,49
USC00414525,"JACKSONVILLE, TX US",1960-02-05,,,,0,0,0,49,40,46
USC00414525,"JACKSONVILLE, TX US",1960-02-06,,,,0,0,0,62,33,47
USC00414525,"JACKSONVILLE, TX US",1960-02-07,,,,0,0,0,64,38,55
USC00414525,"JACKSONVILLE, TX US",1960-02-08,,,,0,0,0,72,39,66
USC00414525,"JACKSONVILLE, TX US",1960-02-09,,,,0,0,0,82,59,75
USC00414525,"JACKSONVILLE, TX US",1960-02-10,,,,0,0,0,75,48,51
USC00414525,"JACKSONVILLE, TX US",1960-02-11,,,,0,0,0,53,32,46
USC00414525,"JACKSONVILLE, TX US",1960-02-12,,,,0,0,0,46,34,35
USC00414525,"JACKSONVILLE, TX US",1960-02-13,,,,0,0,0,47,26,31
USC00414525,"JACKSONVILLE, TX US",1960-02-14,,,,0,0,0,46,30,
USC00414525,"JACKSONVILLE, TX US",1960-02-15,,,,0,0,0,57,39,39
USC00414525,"JACKSONVILLE, TX US",1960-02-16,,,,0,0,0,61,28,55
USC00414525,"JACKSONVILLE, TX US",1960-02-17,,,,1.01,,0,55,34,34
USC00414525,"JACKSONVILLE, TX US",1960-02-18,,,,1.09,0,0,47,29,45
USC00414525,"JACKSONVILLE, TX US",1960-02-19,,,,0,0,0,56,34,49
USC00414525,"JACKSONVILLE, TX US",1960-02-20,,,,0,0,0,49,39,45
USC00414525,"JACKSONVILLE, TX US",1960-02-21,,,,0,0,0,46,32,39
USC00414525,"JACKSONVILLE, TX US",1960-02-22,,,,0,0,0,60,26,55
USC00414525,"JACKSONVILLE, TX US",1960-02-23,,,,0,0,0,55,35,35
USC00414525,"JACKSONVILLE, TX US",1960-02-24,,,,1.04,0.5,,35,26,26
USC00414525,"JACKSONVILLE, TX US",1960-02-25,,,,0,0,,33,19,30
USC00414525,"JACKSONVILLE, TX US",1960-02-26,,,,0,0,0,44,21,42
USC00414525,"JACKSONVILLE, TX US",1960-02-27,,,,0,0,0,51,34,47
USC00414525,"JACKSONVILLE, TX US",1960-02-28,,,,0,0,0,52,38,38
USC00414525,"JACKSONVILLE, TX US",1960-02-29,,,,0,0,0,42,38,41
USC00414525,"JACKSONVILLE, TX US",1960-03-01,,,,0.73,0,0,39,30,31
USC00414525,"JACKSONVILLE, TX US",1960-03-02,,,,1.23,0,0,33,31,33
USC00414525,"JACKSONVILLE, TX US",1960-03-03,,,,0,0,0,40,22,36
USC00414525,"JACKSONVILLE, TX US",1960-03-04,,,,0,0,0,45,24,42
USC00414525,"JACKSONVILLE, TX US",1960-03-05,,,,0,0,0,42,32,36
USC00414525,"JACKSONVILLE, TX US",1960-03-06,,,,0,0,0,42,32,39
USC00414525,"JACKSONVILLE, TX US",1960-03-07,,,,0,0,0,54,39,51
USC00414525,"JACKSONVILLE, TX US",1960-03-08,,,,0,0,0,52,42,52
USC00414525,"JACKSONVILLE, TX US",1960-03-09,,,,0,0,0,68,48,65
USC00414525,"JACKSONVILLE, TX US",1960-03-10,,,,0,0,0,65,46,58
USC00414525,"JACKSONVILLE, TX US",1960-03-11,,,,0,0,0,60,42,53
USC00414525,"JACKSONVILLE, TX US",1960-03-12,,,,0,0,0,56,34,52
USC00414525,"JACKSONVILLE, TX US",1960-03-13,,,,0,0,0,52,43,50
USC00414525,"JACKSONVILLE, TX US",1960-03-14,,,,0,0,0,50,40,42
USC00414525,"JACKSONVILLE, TX US",1960-03-15,,,,0,0,0,62,40,60
USC00414525,"JACKSONVILLE, TX US",1960-03-16,,,,0,0,0,60,30,48
USC00414525,"JACKSONVILLE, TX US",1960-03-17,,,,0,0,0,52,32,48
USC00414525,"JACKSONVILLE, TX US",1960-03-18,,,,0,0,0,63,33,61
USC00414525,"JACKSONVILLE, TX US",1960-03-19,,,,0,0,0,65,42,60
USC00414525,"JACKSONVILLE, TX US",1960-03-20,,,,0,0,0,74,45,68
USC00414525,"JACKSONVILLE, TX US",1960-03-21,,,,0,0,0,68,41,63
USC00414525,"JACKSONVILLE, TX US",1960-03-22,,,,0,0,0,81,48,74
USC00414525,"JACKSONVILLE, TX US",1960-03-23,,,,0,0,0,76,54,70
USC00414525,"JACKSONVILLE, TX US",1960-03-24,,,,0,0,0,78,56,70
USC00414525,"JACKSONVILLE, TX US",1960-03-25,,,,0,0,0,70,46,47
USC00414525,"JACKSONVILLE, TX US",1960-03-26,,,,0,0,0,52,45,52
USC00414525,"JACKSONVILLE, TX US",1960-03-27,,,,0,0,0,74,49,70
USC00414525,"JACKSONVILLE, TX US",1960-03-28,,,,0,0,0,75,54,70
USC00414525,"JACKSONVILLE, TX US",1960-03-29,,,,0,0,0,83,61,78
USC00414525,"JACKSONVILLE, TX US",1960-03-30,,,,0,0,0,78,46,71
USC00414525,"JACKSONVILLE, TX US",1960-03-31,,,,0,0,0,83,51,74
USC00414525,"JACKSONVILLE, TX US",1960-04-01,,,,0,0,0,85,52,68
USC00414525,"JACKSONVILLE, TX US",1960-04-02,,,,0,0,0,69,52,54
USC00414525,"JACKSONVILLE, TX US",1960-04-03,,,,0,0,0,64,48,60
USC00414525,"JACKSONVILLE, TX US",1960-04-04,,,,0,0,0,76,44,74
USC00414525,"JACKSONVILLE, TX US",1960-04-05,,,,0,0,0,76,48,72
USC00414525,"JACKSONVILLE, TX US",1960-04-06,,,,0,0,0,86,54,82
USC00414525,"JACKSONVILLE, TX US",1960-04-07,,,,0,0,0,84,58,80
USC00414525,"JACKSONVILLE, TX US",1960-04-08,,,,0,0,0,80,55,73
USC00414525,"JACKSONVILLE, TX US",1960-04-09,,,,1.01,0,0,73,50,70
USC00414525,"JACKSONVILLE, TX US",1960-04-10,,,,0,0,0,75,51,74
USC00414525,"JACKSONVILLE, TX US",1960-04-11,,,,0,0,0,74,52,71
USC00414525,"JACKSONVILLE, TX US",1960-04-12,,,,0,0,0,76,58,70
USC00414525,"JACKSONVILLE, TX US",1960-04-13,,,,0,0,0,76,62,71
USC00414525,"JACKSONVILLE, TX US",1960-04-14,,,,0,0,0,77,62,72
USC00414525,"JACKSONVILLE, TX US",1960-04-15,,,,0,0,0,80,58,78
USC00414525,"JACKSONVILLE, TX US",1960-04-16,,,,0,0,0,78,66,70
USC00414525,"JACKSONVILLE, TX US",1960-04-17,,,,0,0,0,72,64,68
USC00414525,"JACKSONVILLE, TX US",1960-04-18,,,,0,0,0,69,44,66
USC00414525,"JACKSONVILLE, TX US",1960-04-19,,,,0,0,0,79,48,74
USC00414525,"JACKSONVILLE, TX US",1960-04-20,,,,0,0,0,80,48,76
USC00414525,"JACKSONVILLE, TX US",1960-04-21,,,,0,0,0,77,62,74
USC00414525,"JACKSONVILLE, TX US",1960-04-22,,,,0,0,0,83,64,77
USC00414525,"JACKSONVILLE, TX US",1960-04-23,,,,0,0,0,84,59,74
USC00414525,"JACKSONVILLE, TX US",1960-04-24,,,,0,0,0,78,74,74
USC00414525,"JACKSONVILLE, TX US",1960-04-25,,,,0,0,0,83,61,63
USC00414525,"JACKSONVILLE, TX US",1960-04-26,,,,0,0,0,84,53,64
USC00414525,"JACKSONVILLE, TX US",1960-04-27,,,,0,0,0,78,60,72
USC00414525,"JACKSONVILLE, TX US",1960-04-28,,,,0,0,0,82,59,78
USC00414525,"JACKSONVILLE, TX US",1960-04-29,,,,1.47,0,0,78,63,64
USC00414525,"JACKSONVILLE, TX US",1960-04-30,,,,0,0,0,66,58,62
USC00414525,"JACKSONVILLE, TX US",1960-05-01,,,,0,0,0,66,50,64
USC00414525,"JACKSONVILLE, TX US",1960-05-02,,,,0,0,0,72,51,70
USC00414525,"JACKSONVILLE, TX US",1960-05-03,,,,0,0,0,79,50,76
USC00414525,"JACKSONVILLE, TX US",1960-05-04,,,,0,0,0,80,59,78
USC00414525,"JACKSONVILLE, TX US",1960-05-05,,,,0,0,0,86,70,79
USC00414525,"JACKSONVILLE, TX US",1960-05-06,,,,0,0,0,80,61,62
USC00414525,"JACKSONVILLE, TX US",1960-05-07,,,,0,0,0,72,,62
USC00414525,"JACKSONVILLE, TX US",1960-05-08,,,,0,0,0,78,50,76
USC00414525,"JACKSONVILLE, TX US",1960-05-09,,,,0,0,0,78,56,78
USC00414525,"JACKSONVILLE, TX US",1960-05-10,,,,0,0,0,78,58,75
USC00414525,"JACKSONVILLE, TX US",1960-05-11,,,,0,0,0,75,50,65
USC00414525,"JACKSONVILLE, TX US",1960-05-12,,,,0,0,0,70,43,68
USC00414525,"JACKSONVILLE, TX US",1960-05-13,,,,0,0,0,76,46,73
USC00414525,"JACKSONVILLE, TX US",1960-05-14,,,,0,0,0,83,,81
USC00414525,"JACKSONVILLE, TX US",1960-05-15,,,,0,0,0,85,64,80
USC00414525,"JACKSONVILLE, TX US",1960-05-16,,,,0,0,0,88,66,81
USC00414525,"JACKSONVILLE, TX US",1960-05-17,,,,0,0,0,84,70,80
USC00414525,"JACKSONVILLE, TX US",1960-05-18,,,,0,0,0,88,73,84
USC00414525,"JACKSONVILLE, TX US",1960-05-19,,,,0,0,0,,,
USC00414525,"JACKSONVILLE, TX US",1960-05-20,,,,0,0,0,85,,
USC00414525,"JACKSONVILLE, TX US",1960-05-21,,,,0,0,0,88,,83
USC00414525,"JACKSONVILLE, TX US",1960-05-22,,,,0,0,0,85,64,82
USC00414525,"JACKSONVILLE, TX US",1960-05-23,,,,0,0,0,86,69,81
USC00414525,"JACKSONVILLE, TX US",1960-05-24,,,,0,0,0,84,58,81
USC00414525,"JACKSONVILLE, TX US",1960-05-25,,,,1,0,0,85,60,80
USC00414525,"JACKSONVILLE, TX US",1960-05-26,,,,0,0,0,86,63,81
USC00414525,"JACKSONVILLE, TX US",1960-05-27,,,,0,0,0,86,64,83
USC00414525,"JACKSONVILLE, TX US",1960-05-28,,,,0,0,0,84,62,83
USC00414525,"JACKSONVILLE, TX US",1960-05-29,,,,0,0,0,85,63,81
USC00414525,"JACKSONVILLE, TX US",1960-05-30,,,,0,0,0,88,65,83
USC00414525,"JACKSONVILLE, TX US",1960-05-31,,,,0,0,0,88,63,81
USC00414525,"JACKSONVILLE, TX US",1960-07-01,,,,0,0,0,89,73,88
USC00414525,"JACKSONVILLE, TX US",1960-07-02,,,,0,0,0,89,72,87
USC00414525,"JACKSONVILLE, TX US",1960-07-03,,,,0,0,0,89,72,87
USC00414525,"JACKSONVILLE, TX US",1960-07-04,,,,0,0,0,89,72,88
USC00414525,"JACKSONVILLE, TX US",1960-07-05,,,,0,0,0,89,73,88
USC00414525,"JACKSONVILLE, TX US",1960-07-06,,,,0,0,0,89,72,86
USC00414525,"JACKSONVILLE, TX US",1960-07-07,,,,0,0,0,86,70,83
USC00414525,"JACKSONVILLE, TX US",1960-07-08,,,,0,0,0,86,68,85
USC00414525,"JACKSONVILLE, TX US",1960-07-09,,,,0,0,0,90,79,85
USC00414525,"JACKSONVILLE, TX US",1960-07-10,,,,0,0,0,90,73,89
USC00414525,"JACKSONVILLE, TX US",1960-07-11,,,,0,0,0,91,74,88
USC00414525,"JACKSONVILLE, TX US",1960-07-12,,,,0,0,0,92,73,90
USC00414525,"JACKSONVILLE, TX US",1960-07-13,,,,0,0,0,94,74,90
USC00414525,"JACKSONVILLE, TX US",1960-07-14,,,,0,0,0,90,70,85
USC00414525,"JACKSONVILLE, TX US",1960-07-15,,,,0,0,0,90,70,73
USC00414525,"JACKSONVILLE, TX US",1960-07-16,,,,0,0,0,86,70,71
USC00414525,"JACKSONVILLE, TX US",1960-07-17,,,,0,0,0,85,70,76
USC00414525,"JACKSONVILLE, TX US",1960-07-18,,,,1,0,0,88,68,81
USC00414525,"JACKSONVILLE, TX US",1960-07-19,,,,0,0,0,82,70,79
USC00414525,"JACKSONVILLE, TX US",1960-07-20,,,,0,0,0,90,71,84
USC00414525,"JACKSONVILLE, TX US",1960-07-21,,,,0,0,0,90,70,85
USC00414525,"JACKSONVILLE, TX US",1960-07-22,,,,0,0,0,90,72,87
USC00414525,"JACKSONVILLE, TX US",1960-07-23,,,,0,0,0,90,71,86
USC00414525,"JACKSONVILLE, TX US",1960-07-24,,,,0,0,0,90,72,87
USC00414525,"JACKSONVILLE, TX US",1960-07-25,,,,0,0,0,90,73,87
USC00414525,"JACKSONVILLE, TX US",1960-07-26,,,,0,0,0,94,73,92
USC00414525,"JACKSONVILLE, TX US",1960-07-27,,,,0,0,0,96,74,93
USC00414525,"JACKSONVILLE, TX US",1960-07-28,,,,0,0,0,93,70,90
USC00414525,"JACKSONVILLE, TX US",1960-07-29,,,,0,0,0,93,72,89
USC00414525,"JACKSONVILLE, TX US",1960-07-30,,,,0,0,0,96,75,91
USC00414525,"JACKSONVILLE, TX US",1960-07-31,,,,0,0,0,94,74,85
USC00414525,"JACKSONVILLE, TX US",1960-10-01,,,,0,0,0,87,61,77
USC00414525,"JACKSONVILLE, TX US",1960-10-02,,,,0,0,0,88,60,77
USC00414525,"JACKSONVILLE, TX US",1960-10-03,,,,0,0,0,86,64,77
USC00414525,"JACKSONVILLE, TX US",1960-10-04,,,,0,0,0,87,67,78
USC00414525,"JACKSONVILLE, TX US",1960-10-05,,,,0,0,0,87,63,82
USC00414525,"JACKSONVILLE, TX US",1960-10-06,,,,0,0,0,88,61,79
USC00414525,"JACKSONVILLE, TX US",1960-10-07,,,,0,0,0,86,61,77
USC00414525,"JACKSONVILLE, TX US",1960-10-08,,,,0,0,0,88,60,77
USC00414525,"JACKSONVILLE, TX US",1960-10-09,,,,0,0,0,87,60,78
USC00414525,"JACKSONVILLE, TX US",1960-10-10,,,,0,0,0,88,58,78
USC00414525,"JACKSONVILLE, TX US",1960-10-11,,,,0,0,0,87,62,79
USC00414525,"JACKSONVILLE, TX US",1960-10-12,,,,0,0,0,85,65,78
USC00414525,"JACKSONVILLE, TX US",1960-10-13,,,,0,0,0,84,60,82
USC00414525,"JACKSONVILLE, TX US",1960-10-14,,,,1.1,0,0,83,58,80
USC00414525,"JACKSONVILLE, TX US",1960-10-15,,,,0,0,0,84,58,79
USC00414525,"JACKSONVILLE, TX US",1960-10-16,,,,0,0,0,84,59,72
USC00414525,"JACKSONVILLE, TX US",1960-10-17,,,,0,0,0,84,58,72
USC00414525,"JACKSONVILLE, TX US",1960-10-18,,,,0,0,0,72,63,65
USC00414525,"JACKSONVILLE, TX US",1960-10-19,,,,0,0,0,65,63,64
USC00414525,"JACKSONVILLE, TX US",1960-10-20,,,,0,0,0,64,49,58
USC00414525,"JACKSONVILLE, TX US",1960-10-21,,,,0,0,0,68,40,58
USC00414525,"JACKSONVILLE, TX US",1960-10-22,,,,0,0,0,65,45,59
USC00414525,"JACKSONVILLE, TX US",1960-10-23,,,,0,0,0,82,59,72
USC00414525,"JACKSONVILLE, TX US",1960-10-24,,,,0,0,0,83,60,73
USC00414525,"JACKSONVILLE, TX US",1960-10-25,,,,0,0,0,83,62,68
USC00414525,"JACKSONVILLE, TX US",1960-10-26,,,,0.5,0,0,79,63,77
USC00414525,"JACKSONVILLE, TX US",1960-10-27,,,,0,0,0,77,61,75
USC00414525,"JACKSONVILLE, TX US",1960-10-28,,,,0,0,0,75,62,68
USC00414525,"JACKSONVILLE, TX US",1960-10-29,,,,0,0,0,80,59,60
USC00414525,"JACKSONVILLE, TX US",1960-10-30,,,,0,0,0,70,56,56
USC00414525,"JACKSONVILLE, TX US",1960-10-31,,,,0,0,0,70,40,58
USC00414525,"JACKSONVILLE, TX US",1960-11-01,,,,,0,0,74,48,68
USC00414525,"JACKSONVILLE, TX US",1960-11-02,,,,,0,0,80,46,67
USC00414525,"JACKSONVILLE, TX US",1960-11-03,,,,,0,0,79,49,72
USC00414525,"JACKSONVILLE, TX US",1960-11-04,,,,,0,0,79,48,74
USC00414525,"JACKSONVILLE, TX US",1960-11-05,,,,,0,0,75,58,70
USC00414525,"JACKSONVILLE, TX US",1960-11-06,,,,,0,0,73,54,69
USC00414525,"JACKSONVILLE, TX US",1960-11-07,,,,,0,0,69,40,53
USC00414525,"JACKSONVILLE, TX US",1960-11-08,,,,,0,0,70,42,51
USC00414525,"JACKSONVILLE, TX US",1960-11-09,,,,,0,0,70,40,53
USC00414525,"JACKSONVILLE, TX US",1960-11-10,,,,,0,0,,,
USC00414525,"JACKSONVILLE, TX US",1960-11-11,,,,,0,0,,,43
USC00414525,"JACKSONVILLE, TX US",1960-11-12,,,,,0,0,58,37,
USC00414525,"JACKSONVILLE, TX US",1960-11-13,,,,,0,0,,,
USC00414525,"JACKSONVILLE, TX US",1960-11-14,,,,,0,0,72,,
USC00414525,"JACKSONVILLE, TX US",1960-11-15,,,,,0,0,,,
USC00414525,"JACKSONVILLE, TX US",1960-11-16,,,,,0,0,70,49,62
USC00414525,"JACKSONVILLE, TX US",1960-11-17,,,,,0,0,,49,
USC00414525,"JACKSONVILLE, TX US",1960-11-18,,,,,0,0,75,51,65
USC00414525,"JACKSONVILLE, TX US",1960-11-19,,,,,0,0,71,50,
USC00414525,"JACKSONVILLE, TX US",1960-11-20,,,,,0,0,,53,
USC00414525,"JACKSONVILLE, TX US",1960-11-21,,,,,0,0,,56,
USC00414525,"JACKSONVILLE, TX US",1960-11-22,,,,,0,0,,59,
USC00414525,"JACKSONVILLE, TX US",1960-11-23,,,,,0,0,,58,
USC00414525,"JACKSONVILLE, TX US",1960-11-24,,,,,0,0,70,50,64
USC00414525,"JACKSONVILLE, TX US",1960-11-25,,,,,0,0,68,50,59
USC00414525,"JACKSONVILLE, TX US",1960-11-26,,,,,0,0,78,57,69
USC00414525,"JACKSONVILLE, TX US",1960-11-27,,,,,0,0,81,65,73
USC00414525,"JACKSONVILLE, TX US",1960-11-28,,,,,0,0,76,46,
USC00414525,"JACKSONVILLE, TX US",1960-11-29,,,,,0,0,56,32,40
USC00414525,"JACKSONVILLE, TX US",1960-11-30,,,,,0,0,49,32,36
USC00414525,"JACKSONVILLE, TX US",1961-01-01,,,,0,0,0,48,34,36
USC00414525,"JACKSONVILLE, TX US",1961-01-02,,,,0,0,0,52,36,39
USC00414525,"JACKSONVILLE, TX US",1961-01-03,,,,0,0,0,50,28,40
USC00414525,"JACKSONVILLE, TX US",1961-01-04,,,,0,0,0,56,39,42
USC00414525,"JACKSONVILLE, TX US",1961-01-05,,,,0,0,0,61,42,49
USC00414525,"JACKSONVILLE, TX US",1961-01-06,,,,0,0,0,60,43,50
USC00414525,"JACKSONVILLE, TX US",1961-01-07,,,,1.8,0,0,57,40,51
USC00414525,"JACKSONVILLE, TX US",1961-01-08,,,,1.52,0,0,54,42,53
USC00414525,"JACKSONVILLE, TX US",1961-01-09,,,,1.97,0,0,53,28,44
USC00414525,"JACKSONVILLE, TX US",1961-01-10,,,,0,0,0,52,30,46
USC00414525,"JACKSONVILLE, TX US",1961-01-11,,,,0,0,0,60,37,58
USC00414525,"JACKSONVILLE, TX US",1961-01-12,,,,0,0,0,58,45,53
USC00414525,"JACKSONVILLE, TX US",1961-01-13,,,,0,0,0,64,48,55
USC00414525,"JACKSONVILLE, TX US",1961-01-14,,,,0,0,0,55,40,41
USC00414525,"JACKSONVILLE, TX US",1961-01-15,,,,0,0,0,58,35,50
USC00414525,"JACKSONVILLE, TX US",1961-01-16,,,,0,0,0,67,36,60
USC00414525,"JACKSONVILLE, TX US",1961-01-17,,,,0,0,0,74,43,64
USC00414525,"JACKSONVILLE, TX US",1961-01-18,,,,0,0,0,69,43,64
USC00414525,"JACKSONVILLE, TX US",1961-01-19,,,,0,0,0,64,39,42
USC00414525,"JACKSONVILLE, TX US",1961-01-20,,,,0,0,0,50,26,42
USC00414525,"JACKSONVILLE, TX US",1961-01-21,,,,0,0,0,42,20,32
USC00414525,"JACKSONVILLE, TX US",1961-01-22,,,,0,0,0,56,30,53
USC00414525,"JACKSONVILLE, TX US",1961-01-23,,,,0,0,0,78,34,62
USC00414525,"JACKSONVILLE, TX US",1961-01-24,,,,2.5,0,0,62,38,38
USC00414525,"JACKSONVILLE, TX US",1961-01-25,,,,0,0,0,38,21,22
USC00414525,"JACKSONVILLE, TX US",1961-01-26,,,,0,0,0,39,21,30
USC00414525,"JACKSONVILLE, TX US",1961-01-27,,,,0,0,0,33,22,29
USC00414525,"JACKSONVILLE, TX US",1961-01-28,,,,0.05,0.5,0,31,19,30
USC00414525,"JACKSONVILLE, TX US",1961-01-29,,,,0,0,0,44,26,40
USC00414525,"JACKSONVILLE, TX US",1961-01-30,,,,0,0,0,57,31,48
USC00414525,"JACKSONVILLE, TX US",1961-01-31,,,,0,0,0,57,37,53
USC00414525,"JACKSONVILLE, TX US",1961-03-01,,,,0,0,0,65,48,59
USC00414525,"JACKSONVILLE, TX US",1961-03-02,,,,0,0,0,72,42,65
USC00414525,"JACKSONVILLE, TX US",1961-03-03,,,,0,0,0,72,56,69
USC00414525,"JACKSONVILLE, TX US",1961-03-04,,,,0,0,0,76,67,70
USC00414525,"JACKSONVILLE, TX US",1961-03-05,,,,0,0,0,76,68,75
USC00414525,"JACKSONVILLE, TX US",1961-03-06,,,,0,0,0,82,64,79
USC00414525,"JACKSONVILLE, TX US",1961-03-07,,,,0.27,0,0,79,68,71
USC00414525,"JACKSONVILLE, TX US",1961-03-08,,,,0,0,0,71,46,59
USC00414525,"JACKSONVILLE, TX US",1961-03-09,,,,0,0,0,61,39,55
USC00414525,"JACKSONVILLE, TX US",1961-03-10,,,,0,0,0,68,38,63
USC00414525,"JACKSONVILLE, TX US",1961-03-11,,,,0,0,0,72,49,70
USC00414525,"JACKSONVILLE, TX US",1961-03-12,,,,0,0,0,80,62,79
USC00414525,"JACKSONVILLE, TX US",1961-03-13,,,,0.47,0,0,79,52,67
USC00414525,"JACKSONVILLE, TX US",1961-03-14,,,,0,0,0,80,47,74
USC00414525,"JACKSONVILLE, TX US",1961-03-15,,,,0,0,0,78,51,74
USC00414525,"JACKSONVILLE, TX US",1961-03-16,,,,0.21,0,0,76,61,62
USC00414525,"JACKSONVILLE, TX US",1961-03-17,,,,0.65,0,0,67,51,55
USC00414525,"JACKSONVILLE, TX US",1961-03-18,,,,0.15,0,0,64,47,60
USC00414525,"JACKSONVILLE, TX US",1961-03-19,,,,0.09,0,0,69,47,54
USC00414525,"JACKSONVILLE, TX US",1961-03-20,,,,0,0,0,54,44,49
USC00414525,"JACKSONVILLE, TX US",1961-03-21,,,,0,0,0,75,37,70
USC00414525,"JACKSONVILLE, TX US",1961-03-22,,,,0,0,0,71,49,65
USC00414525,"JACKSONVILLE, TX US",1961-03-23,,,,0,0,0,74,44,68
USC00414525,"JACKSONVILLE, TX US",1961-03-24,,,,0,0,0,74,48,68
USC00414525,"JACKSONVILLE, TX US",1961-03-25,,,,0,0,0,68,52,64
USC00414525,"JACKSONVILLE, TX US",1961-03-26,,,,0.44,0,0,76,62,70
USC00414525,"JACKSONVILLE, TX US",1961-03-27,,,,0.68,0,0,84,54,77
USC00414525,"JACKSONVILLE, TX US",1961-03-28,,,,1.2,0,0,84,60,80
USC00414525,"JACKSONVILLE, TX US",1961-03-29,,,,0,0,0,82,65,73
USC00414525,"JACKSONVILLE, TX US",1961-03-30,,,,0.64,0,0,73,53,53
USC00414525,"JACKSONVILLE, TX US",1961-03-31,,,,0,0,0,54,45,46
USC00414525,"JACKSONVILLE, TX US",1961-05-01,,,,0.59,0,0,85,62,71
USC00414525,"JACKSONVILLE, TX US",1961-05-02,,,,0.32,0,0,71,53,67
USC00414525,"JACKSONVILLE, TX US",1961-05-03,,,,0,0,0,76,59,72
USC00414525,"JACKSONVILLE, TX US",1961-05-04,,,,0,0,0,83,66,79
USC00414525,"JACKSONVILLE, TX US",1961-05-05,,,,0,0,0,84,69,78
USC00414525,"JACKSONVILLE, TX US",1961-05-06,,,,0,0,0,86,71,84
USC00414525,"JACKSONVILLE, TX US",1961-05-07,,,,0,0,0,86,71,80
USC00414525,"JACKSONVILLE, TX US",1961-05-08,,,,0.44,0,0,80,64,70
USC00414525,"JACKSONVILLE, TX US",1961-05-09,,,,0,0,0,75,52,70
USC00414525,"JACKSONVILLE, TX US",1961-05-10,,,,0,0,0,78,52,73
USC00414525,"JACKSONVILLE, TX US",1961-05-11,,,,0,0,0,82,53,76
USC00414525,"JACKSONVILLE, TX US",1961-05-12,,,,0,0,0,85,58,79
USC00414525,"JACKSONVILLE, TX US",1961-05-13,,,,0,0,0,84,63,79
USC00414525,"JACKSONVILLE, TX US",1961-05-14,,,,0,0,0,86,60,81
USC00414525,"JACKSONVILLE, TX US",1961-05-15,,,,0,0,0,90,70,80
USC00414525,"JACKSONVILLE, TX US",1961-05-16,,,,0,0,0,87,58,81
USC00414525,"JACKSONVILLE, TX US",1961-05-17,,,,0,0,0,85,70,80
USC00414525,"JACKSONVILLE, TX US",1961-05-18,,,,0,0,0,89,69,83
USC00414525,"JACKSONVILLE, TX US",1961-05-19,,,,0,0,0,89,65,82
USC00414525,"JACKSONVILLE, TX US",1961-05-20,,,,0,0,0,89,65,82
USC00414525,"JACKSONVILLE, TX US",1961-05-21,,,,0,0,0,90,66,83
USC00414525,"JACKSONVILLE, TX US",1961-05-22,,,,0,0,0,92,63,87
USC00414525,"JACKSONVILLE, TX US",1961-05-23,,,,0,0,0,85,64,72
USC00414525,"JACKSONVILLE, TX US",1961-05-24,,,,0,0,0,84,64,76
USC00414525,"JACKSONVILLE, TX US",1961-05-25,,,,0.36,0,0,91,63,67
USC00414525,"JACKSONVILLE, TX US",1961-05-26,,,,0,0,0,77,65,72
USC00414525,"JACKSONVILLE, TX US",1961-05-27,,,,0,0,0,83,50,70
USC00414525,"JACKSONVILLE, TX US",1961-05-28,,,,0,0,0,89,58,78
USC00414525,"JACKSONVILLE, TX US",1961-05-29,,,,0,0,0,90,62,83
USC00414525,"JACKSONVILLE, TX US",1961-05-30,,,,0,0,0,91,63,86
USC00414525,"JACKSONVILLE, TX US",1961-05-31,,,,0,0,0,91,67,87
USC00414525,"JACKSONVILLE, TX US",1961-06-01,,,,0,0,0,90,66,87
USC00414525,"JACKSONVILLE, TX US",1961-06-02,,,,0,0,0,93,69,85
USC00414525,"JACKSONVILLE, TX US",1961-06-03,,,,0,0,0,91,68,83
USC00414525,"JACKSONVILLE, TX US",1961-06-04,,,,0,0,0,92,68,84
USC00414525,"JACKSONVILLE, TX US",1961-06-05,,,,0,0,0,91,69,83
USC00414525,"JACKSONVILLE, TX US",1961-06-06,,,,0,0,0,91,71,87
USC00414525,"JACKSONVILLE, TX US",1961-06-07,,,,0,0,0,91,69,86
USC00414525,"JACKSONVILLE, TX US",1961-06-08,,,,0,0,0,91,73,87
USC00414525,"JACKSONVILLE, TX US",1961-06-09,,,,0.31,0,0,88,67,71
USC00414525,"JACKSONVILLE, TX US",1961-06-10,,,,0,0,0,88,65,77
USC00414525,"JACKSONVILLE, TX US",1961-06-11,,,,0,0,0,91,68,80
USC00414525,"JACKSONVILLE, TX US",1961-06-12,,,,0,0,0,91,69,76
USC00414525,"JACKSONVILLE, TX US",1961-06-13,,,,0,0,0,93,72,79
USC00414525,"JACKSONVILLE, TX US",1961-06-14,,,,0,0,0,94,73,73
USC00414525,"JACKSONVILLE, TX US",1961-06-15,,,,0.66,0,0,86,70,72
USC00414525,"JACKSONVILLE, TX US",1961-06-16,,,,0.77,0,0,71,60,62
USC00414525,"JACKSONVILLE, TX US",1961-06-17,,,,1.28,0,0,63,59,62
USC00414525,"JACKSONVILLE, TX US",1961-06-18,,,,2.21,0,0,65,58,65
